TRUE,Sand Kingdom: Wandering Cactus,Locked behind Default Capture,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,"Ground Pound, Capture",,,,,
TRUE,Sand Kingdom: Sand Quiz: Wonderful!,,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,None,,,,,
TRUE,Crazy Cap Store: Shopping in Tostarena,,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,None,,,,,
TRUE,Crazy Cap Store: Employees Only,,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,Crouch,,,,,
TRUE,Tostarena Slots: Sand Kingdom Slots,,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,None,,,,,
TRUE,Sand Kingdom: Walking the Desert!,,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,None,,,,,
TRUE,Inverted Pyramid: Upper Interior: Hidden Room in the Inverted Pyramid,"Paragoomba, Glydon, Shiverian, Parabones, Yoshi, Bullet Bill, Gushen",Minimum Jump Height:,Long Jump,,,,,"IF EXIT SPAWN: Moon can be obtained using a low jump, any cap throw and no captures"
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,"Capture, 2D jump (any jump)",,,,,
TRUE,Underground Ruins: Underground Treasure Chest,"Paragoomba, Glydon, Parabones, Yoshi, Bullet Bill, Gushen",Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,"Capture, 2D jump (any jump)",,,,,
TRUE,Underground Ruins: Goomba Tower Assembly,"Frog, Uproot, Gushen, Pokio, Goomba",Minimum Jump Height:,No Jump Needed,Long Jump,,,,
,,,Cap Throws that work:,Neutral Throw,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,
,,,Other Required:,Capture,Capture,,,,
TRUE,Deepest Underground: Under the Mummy's Curse,,Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,None,,,,,
TRUE,Ice Cave: Ice Cave Treasure,,Minimum Jump Height:,Single Jump (258),Single Jump (258),Ground Pound Jump (514),Ground Pound Jump (514),,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw","Neutral Throw, Up Throw, Down Throw, Spin Throw",No Cap Throw Needed,No Cap Throw Needed,,
,,,Other Required:,"Ledge Grab, Wall Jump","Wall Jump, Dive","Wall Jump, Ledge Grab","Wall Jump, Dive",,
TRUE,Sphynx Treasure Vault: Sphynx's Treasure Vault,,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,"Neutral Throw, Down Throw, Spin Throw, Up Throw",,,,,
,,,Other Required:,,,,,,
TRUE,Rumbling Floor House: A Rumble from the Sandy Floor,,Minimum Jump Height:,Single Jump (258),Long Jump,,,,
,,,Cap Throws that work:,No Cap Throw Needed,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,
,,,Other Required:,Ground Pound,Ground Pound,,,,
TRUE,Costume Room: Dancing with New Friends,,Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,None,,,,,
TRUE,Transparent Lifts: The Invisible Maze,,Minimum Jump Height:,Long Jump,,,,,"IF EXIT SPAWN: Both moons possible with low jump, any cap throw, no captures"
,,,Cap Throws that work:,"No Cap Throw Needed, Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,None,,,,,
TRUE,Transparent Lifts: Skull Sign in the Transparent Maze,,Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,None,,,,,
TRUE,Bullet Bill Maze: The Bullet Bill Maze: Break Through!,"Frog, Paragoomba, Uproot, Shiverian, Gushen, Hammer Bro, Pokio, Parabones, Bullet Bill",Minimum Jump Height:,No Jump Needed,,,,,IF EXIT SPAWN: Both moons possible with GPJ +any throw. Exit moon already spawned
,,,Cap Throws that work:,"Neutral Throw, Down Throw, Up Throw, Spin Throw",,,,,
,,,Other Required:,"Capture, Crouch",,,,,
TRUE,Bullet Bill Maze: The Bullet Bill Maze: Side Path,"Frog, Paragoomba, Uproot, Shiverian, Gushen, Hammer Bro, Pokio, Parabones, Bullet Bill",Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,Jaxi Driving: Jaxi Driver,,Minimum Jump Height:,Long Jump,,,,,"IF EXIT SPAWN: Moon spawned at exit, low jump"
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,Jaxi,,,,,
TRUE,Jaxi Driving: Jaxi Stunt Driving,,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,Jaxi,,,,,
TRUE,Strange Neighborhood: Strange Neighborhood,,Minimum Jump Height:,Single Jump (258),,,,,Unsure if you can spawn at the end of rocket missions
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,"None, Capture",,,,,
TRUE,Strange Neighborhood: Above a Strange Neighborhood,,Minimum Jump Height:,Backflip/Vault/Side Flip (496),,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,"None, Capture",,,,,
TRUE,Sand Kingdom: Secret Path to Tostarena!,,Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,Other Kingdom Trigger,,,,,
TRUE,Sand Kingdom: Found with Sand Kingdom Art,Locked behind Default Capture,Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,"Capture, Ground Pound",,,,,
TRUE,Sand Kingdom: Jammin' in the Sand Kingdom,,Minimum Jump Height:,Long Jump,No Jump Needed,,,,
,,,Cap Throws that work:,No Cap Throw Needed,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,
,,,Other Required:,None,None,,,,
TRUE,Sand Kingdom: Hat-and-Seek: In the Sand,,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,None,,,,,
TRUE,Sand Kingdom: Sand Kingdom Regular Cup,,Minimum Jump Height:,No Jump Needed,Single Jump (258),Long Jump,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",No Cap Throw Needed,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,
,,,Other Required:,Capture,Jaxi,Jaxi,,,
TRUE,Deepest Underground: Binding Band Returned,,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Ground Pound,,,,,
TRUE,Sand Kingdom: 'Round-the-World Tourist,,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,Other Kingdom Trigger,,,,,
TRUE,Sand Kingdom: Peach in the Sand Kingdom,Spark Pylon,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,Sand Kingdom: Mighty Leap from the Palm Tree!,,Minimum Jump Height:,Single Jump (258),Single Jump (258),,,,
,,,Cap Throws that work:,No Cap Throw Needed,No Cap Throw Needed,,,,
,,,Other Required:,Climb,Dive,,,,
TRUE,Sand Kingdom: On the North Pillar,"Locked behind Default Capture, Glydon, Gushen, Pokio, Parabones, Paragoomba",Minimum Jump Height:,No Jump Needed,Long Jump,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Spin Throw, Down Throw","Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,
,,,Other Required:,Capture,"Capture, None",,,,
TRUE,Sand Kingdom: Into the Flowing Sands,,Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,None,,,,,
TRUE,Sand Kingdom: In the Skies Above the Canyon,Locked behind Default Capture,Minimum Jump Height:,Long Jump,Long Jump,,,,
,,,Cap Throws that work:,No Cap Throw Needed,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,
,,,Other Required:,2D jump (any jump),"Capture, None",,,,
TRUE,Sand Kingdom: Island in the Poison Swamp,,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,Jaxi,,,,,
TRUE,Sand Kingdom: An Invisible Gleam,,Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Ground Pound,,,,,
TRUE,Sand Kingdom: On the Eastern Pillar,"Bullet Bill, Locked behind Default Capture",Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,Sand Kingdom: Caught Hopping in the Desert!,,Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,None,,,,,
TRUE,Sand Kingdom: Poster Cleanup,,Minimum Jump Height:,Double Jump (312),Single Jump (258),,,,
,,,Cap Throws that work:,"Neutral Throw, Spin Throw",Up Throw,,,,
,,,Other Required:,None,None,,,,
TRUE,Sand Kingdom: Taking Notes: Running Down,,Minimum Jump Height:,No Jump Needed,Long Jump,,,,
,,,Cap Throws that work:,No Cap Throw Needed,No Cap Throw Needed,,,,
,,,Other Required:,Jaxi,Roll Boost,,,,
TRUE,Sand Kingdom: Taking Notes: In the Wall Painting,,Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,2D jump (any jump),,,,,
TRUE,Sand Kingdom: Love at the Edge of the Desert,"Goomba, Paragoomba",Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,Sand Kingdom: More Walking in the Desert!,,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,None,,,,,
TRUE,Sand Kingdom: Sand Kingdom Master Cup,,Minimum Jump Height:,No Jump Needed,Single Jump (258),Long Jump,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",No Cap Throw Needed,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,
,,,Other Required:,Capture,Jaxi,Jaxi,,,
TRUE,The Invisible Maze: Where the Transparent Platforms End,,Minimum Jump Height:,No Jump Needed,Long Jump,Single Jump (258),No Jump Needed,No Jump Needed,"IF EXIT SPAWN: Moon already spawned, second moon TECHNICALLY possible, just really hard"
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw","Neutral Throw, Up Throw, Down Throw, Spin Throw",No Cap Throw Needed,No Cap Throw Needed,"Neutral Throw, Up Throw, Down Throw, Spin Throw",
,,,Other Required:,Dive,None,None,"Ledge Grab, Wall Jump, Dive","Jaxi, Capture",
TRUE,The Invisible Maze: Jump Onto the Transparent Lift,,Minimum Jump Height:,No Jump Needed,Long Jump,No Jump Needed,No Jump Needed,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",No Cap Throw Needed,No Cap Throw Needed,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,
,,,Other Required:,Dive,None,"Ledge Grab, Wall Jump, Dive",Jaxi,,
TRUE,Colossal Ruins: Colossal Ruins: Dash! Jump!,"Paragoomba, Glydon, Shiverian, Gushen, Dino, Parabones",Minimum Jump Height:,Single Jump (258),No Jump Needed,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw","Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,
,,,Other Required:,"None, Capture",Capture,,,,
TRUE,Colossal Ruins: Sinking Colossal Ruins: Hurry!,Locked behind Default Capture,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,"None, Capture",,,,,
TRUE,Freezing Waterway: Through the Freezing Waterway,"Locked behind Default Capture, Gushen",Minimum Jump Height:,No Jump Needed,,,,,"IF EXIT SPAWN: Moon is spawned, other moon not possible from this side"
,,,Cap Throws that work:,"Spin Throw, Down Throw, Up Throw, Neutral Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,Freezing Waterway: Freezing Waterway: Hidden Room,"Locked behind Default Capture, Gushen",Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,"Spin Throw, Down Throw, Up Throw, Neutral Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,Wooded Kingdom: Road to Sky Garden,"Uproot, Frog, Gushen, Pokio, Paragoomba, Parabones, Glydon",Minimum Jump Height:,Long Jump,Long Jump,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",Neutral Throw,,,,
,,,Other Required:,Capture,Dive,,,,
TRUE,Wooded Kingdom: Flower Thieves of Sky Garden,"Uproot, Frog, Gushen, Pokio, Paragoomba, Parabones, Glydon",Minimum Jump Height:,Single Jump (258),Single Jump (258),,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",Neutral Throw,,,,
,,,Other Required:,Capture,Dive,,,,
TRUE,Wooded Kingdom: Path to the Secret Flower Field,"Tank, Frog, Gushen, Pokio",Minimum Jump Height:,Single Jump (258),Single Jump (258),Single Jump (258),,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw","Neutral Throw, Up Throw, Down Throw, Spin Throw",Neutral Throw,,,
,,,Other Required:,Capture,"Capture, Climb","Capture, Dive",,,
TRUE,Secret Flower Field: Defend the Secret Flower Field!,"Tank, Uproot, Frog, Gushen, Pokio",Minimum Jump Height:,Single Jump (258),Single Jump (258),Single Jump (258),,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw","Neutral Throw, Up Throw, Down Throw, Spin Throw",Neutral Throw,,,
,,,Other Required:,Capture,"Climb, Capture","Dive, Capture",,,
TRUE,Wooded Kingdom: Behind the Rock Wall,"Tank, Coin Coffer, Hammer Bro",Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,"Capture, Climb",,,,,
TRUE,Wooded Kingdom: Back Way Up the Mountain,Uproot,Minimum Jump Height:,Single Jump (258),Single Jump (258),Long Jump,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",Neutral Throw,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,
,,,Other Required:,"2D jump (any jump), Climb","2D jump (any jump), Dive","2D jump (any jump), Capture",,,
TRUE,Wooded Kingdom: Rolling Rock in the Woods,,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,,,,,,
TRUE,Wooded Kingdom: Caught Hopping in the Forest!,,Minimum Jump Height:,Long Jump,No Jump Needed,No Jump Needed,No Jump Needed,,
,,,Cap Throws that work:,No Cap Throw Needed,"Neutral Throw, Up Throw, Down Throw, Spin Throw",No Cap Throw Needed,No Cap Throw Needed,,
,,,Other Required:,None,None,Roll,Dive,,
TRUE,Wooded Kingdom: Thanks for the Charge!,,Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,Neutral Throw,,,,,
,,,Other Required:,"Ground Pound, Climb",,,,,
TRUE,Wooded Kingdom: Atop the Tall Tree,Uproot,Minimum Jump Height:,Long Jump,Long Jump,Backflip/Vault/Side Flip (496),,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",Neutral Throw,Neutral Throw,,,
,,,Other Required:,Capture,"Dive, Wall Jump",Dive,,,
TRUE,Wooded Kingdom: Tucked Away Inside the Tunnel,"Hammer Bro, Fire Bro, Uproot",Minimum Jump Height:,Long Jump,Long Jump,Single Jump (258),,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",Neutral Throw,Neutral Throw,,,
,,,Other Required:,Capture,"Dive, Wall Jump",Dive,,,
TRUE,Wooded Kingdom: Over the Cliff's Edge,Tank,Minimum Jump Height:,Backflip/Vault/Side Flip (496),Single Jump (258),,,,
,,,Cap Throws that work:,"Up Throw, Down Throw",Neutral Throw,,,,
,,,Other Required:,Rainbow Spin,"Climb, Capture, Wall Jump, Dive, Ledge Grab",,,,
TRUE,Wooded Kingdom: The Nut 'Round the Corner,"Uproot, Fire Bro, Hammer Bro",Minimum Jump Height:,Long Jump,Long Jump,Double Jump (312),,,
,,,Cap Throws that work:,Neutral Throw,Neutral Throw,Neutral Throw,,,
,,,Other Required:,"Dive, Wall Jump",Capture,Dive,,,
TRUE,Wooded Kingdom: Climb the Cliff to Get the Nut,"Hammer Bro, Fire Bro, Uproot",Minimum Jump Height:,Long Jump,Long Jump,Long Jump,Single Jump (258),,
,,,Cap Throws that work:,Neutral Throw,Neutral Throw,"Neutral Throw, Down Throw, Up Throw, Spin Throw",No Cap Throw Needed,,
,,,Other Required:,Dive,Wall Jump,Capture,"Wall Jump, Dive",,
TRUE,Wooded Kingdom: The Nut in the Red Maze,Uproot,Minimum Jump Height:,Long Jump,Long Jump,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",Neutral Throw,,,,
,,,Other Required:,Capture,"Ground Pound, Dive, Wall Jump",,,,
TRUE,Wooded Kingdom: The Nut at the Dead End,"Frog, Uproot",Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,Wooded Kingdom: Cracked Nut on a Crumbling Tower,"Frog, Uproot",Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,Wooded Kingdom: The Nut that Grew on the Tall Fence,Uproot,Minimum Jump Height:,Single Jump (258),Single Jump (258),Long Jump,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",Neutral Throw,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,
,,,Other Required:,Climb,Dive,Capture,,,
TRUE,Wooded Kingdom: Fire in the Cave,,Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,None,,,,,
TRUE,"Wooded Kingdom: Hey Out There, Captain Toad!",Glydon,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,Neutral Throw,,,,,
,,,Other Required:,Capture,,,,,
TRUE,Wooded Kingdom: Love in the Forest Ruins,Goomba,Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Climb,,,,,
TRUE,Wooded Kingdom: Inside a Rock in the Forest,Tank,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,Capture,,,,,
TRUE,Wooded Kingdom: Shopping in Steam Gardens,,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,None,,,,,
TRUE,Sky Garden Tower: Nut Planted in the Tower,Uproot,Minimum Jump Height:,Single Jump (258),No Jump Needed,,,,
,,,Cap Throws that work:,No Cap Throw Needed,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,
,,,Other Required:,Wall Jump,Capture,,,,
TRUE,Sky Garden Tower: Stretching Your Legs,Uproot,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,Spinning-Platforms Treasure Vault: Spinning-Platforms Treasure,,Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,None,,,,,
TRUE,Secret Flower Field: Make the Secret Flower Field Bloom,,Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,None,,,,,
TRUE,Deep Woods: Rolling Rock in the Deep Woods,,Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,None,,,,,
TRUE,Deep Woods: Glowing in the Deep Woods,,Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,,,,,,
TRUE,Deep Woods: Past the Peculiar Pipes,,Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,None,,,,,
TRUE,Deep Woods: By the Babbling Brook in Deep Woods,"Tank, Coin Coffer, Hammer Bro, Dino, Bullet Bill",Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,"Ground Pound, Capture",,,,,
TRUE,Deep Woods: The Hard Rock in Deep Woods,"Tank, Coin Coffer, Hammer Bro, Dino, Bullet Bill",Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,"Ground Pound, Capture",,,,,
TRUE,Deep Woods: A Treasure Made from Coins,Coin Coffer,Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,Capture,,,,,
TRUE,Deep Woods: Beneath the Roots of the Moving Tree,Locked behind Default Capture,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,Capture,,,,,
TRUE,Deep Woods Treasure Vault: Deep Woods Treasure Trap,,Minimum Jump Height:,Long Jump,Single Jump (258),,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",No Cap Throw Needed,,,,
,,,Other Required:,None,Ground Pound,,,,
TRUE,Costume Room: Exploring for Treasure,,Minimum Jump Height:,Long Jump,Single Jump (258),,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",No Cap Throw Needed,,,,
,,,Other Required:,None,Ground Pound,,,,
TRUE,Wooded Kingdom: Wooded Kingdom Timer Challenge 1,,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,Neutral Throw,,,,,
,,,Other Required:,Climb,,,,,
TRUE,Wooded Kingdom: Wooded Kingdom Timer Challenge 2,,Minimum Jump Height:,Ground Pound Jump (514),,,,,
,,,Cap Throws that work:,Down Throw,,,,,
,,,Other Required:,"Ledge Grab, Dive",,,,,
TRUE,Flooding Pipeway: Flooding Pipeway,,Minimum Jump Height:,Single Jump (258),,,,,"IF EXIT SPAWN: Flooding Pipeway moon is spawned, other moon possible with wall jump"
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,,,,,,
TRUE,Flooding Pipeway: Flooding Pipeway Ceiling Secret,,Minimum Jump Height:,Single Jump (258),Cap Return Jump (400),Cap Return Jump (400),,,
,,,Cap Throws that work:,Neutral Throw,No Cap Throw Needed,Neutral Throw,,,
,,,Other Required:,"Wall Jump, Dive",Wall Jump,Dive,,,
TRUE,Shards in the Fog: Wandering in the Fog,Paragoomba,Minimum Jump Height:,Ground Pound Jump (514),,,,,
,,,Cap Throws that work:,Neutral Throw,,,,,
,,,Other Required:,"Ledge Grab, Capture",,,,,
TRUE,Shards in the Fog: Nut Hidden in the Fog,Paragoomba,Minimum Jump Height:,Ground Pound Jump (514),,,,,
,,,Cap Throws that work:,Neutral Throw,,,,,
,,,Other Required:,"Ledge Grab, Capture",,,,,
TRUE,Flower Road: Flower Road Run,,Minimum Jump Height:,Single Jump (258),,,,,IF EXIT SPAWN: Only this moon is obtainable from exit
,,,Cap Throws that work:,,,,,,
,,,Other Required:,Wall Jump,,,,,
TRUE,Flower Road: Flower Road Reach,Goomba,Minimum Jump Height:,Long Jump,Long Jump,Single Jump (258),,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",Neutral Throw,Neutral Throw,,,
,,,Other Required:,Capture,"Dive, Wall Jump",Dive,,,
TRUE,Crowded Elevator: Elevator Escalation,Tank,Minimum Jump Height:,,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,Crowded Elevator: Elevator Blind Spot,Tank,Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,Walking on Clouds: Walking on Clouds,Uproot,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,Walking on Clouds: Above the Clouds,Uproot,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,Wooded Kingdom: Secret Path to the Steam Gardens!,,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,,,,,,
,,,Other Required:,Other Kingdom Trigger,,,,,
TRUE,Wooded Kingdom: Found with Wooded Kingdom Art,,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,"Ground Pound, Other Kingdom Trigger",,,,,
TRUE,Wooded Kingdom: Swing Around Secret Flower Field,,Minimum Jump Height:,Cap Return Jump (400),,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,Climb,,,,,
TRUE,Wooded Kingdom: Jammin' in the Wooded Kingdom,,Minimum Jump Height:,Single Jump (258),Single Jump (258),,,,
,,,Cap Throws that work:,No Cap Throw Needed,No Cap Throw Needed,,,,
,,,Other Required:,Climb,None,,,,
TRUE,Wooded Kingdom: Wooded Kingdom Regular Cup,Uproot,Minimum Jump Height:,Backflip/Vault/Side Flip (496),Backflip/Vault/Side Flip (496),,,,
,,,Cap Throws that work:,No Cap Throw Needed,No Cap Throw Needed,,,,
,,,Other Required:,"Ledge Grab, Capture",Dive,,,,
TRUE,Wooded Kingdom: Peach in the Wooded Kingdom,Tank,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,"Climb, Capture, Wall Jump, Dive",,,,,
TRUE,Wooded Kingdom: High Up in the Cave,,Minimum Jump Height:,Cap Return Jump (400),,,,,
